tweet_id,text,Bag_of_Words
5029,CANCELLED - @ccghc and partner @PlugN_Drive cancel electric vehicle test drives in Toronto (March 26/27) and Halifax (March 31) due to #Covid_19  @Sunnybrook @UHNTalkinTrash @EdRubinstein @CCHL_CCLS @CHES_SCISS  Please be safe out there. https://t.co/8MaXYY9yyy,"{'please': 1, 'cancel': 1, 'test': 1, 'electric': 1, 'due': 1, 'httpstco8maxyy9yyy': 1, 'in': 1, 'march': 2, 'covid19': 1, 'cchlccls': 1, 'drives': 1, 'vehicle': 1, 'partner': 1, 'safe': 1, 'out': 1, 'to': 1, 'ccghc': 1, 'cancelled': 1, 'there': 1, 'toronto': 1, 'sunnybrook': 1, '31': 1, 'plugndrive': 1, 'be': 1, 'halifax': 1, '2627': 1, 'uhntalkintrash': 1, 'edrubinstein': 1, 'chessciss': 1, 'and': 2}"
5310,"Every girl has the right to have a voice, an education and a future. 

But unless the world takes action to #EndChildMarriage, 120 million more girls will be married by 2030. 

Canada  supports @GPChildMarriage to reduce that number to zero. https://t.co/3F8a4ERK3X","{'120': 1, 'number': 1, 'httpstco3f8a4erk3x': 1, 'have': 1, '2030': 1, 'but': 1, 'future': 1, 'world': 1, 'zero': 1, 'every': 1, 'endchildmarriage': 1, 'a': 2, 'gpchildmarriage': 1, 'voice': 1, 'has': 1, 'canada': 1, 'girls': 1, 'that': 1, 'married': 1, 'to': 4, 'education': 1, 'supports': 1, 'takes': 1, 'girl': 1, 'by': 1, 'will': 1, 'unless': 1, 'reduce': 1, 'an': 1, 'be': 1, 'million': 1, 'more': 1, 'action': 1, 'and': 1, 'right': 1, 'the': 2}"
5507,"'[ON] pledged to spend $78M to re-hire those workers, most of whom were EAs. But Galipeau says the govt isn't coming through as promised &amp; his union is taking legal measures to make sure they stick to the deal' https://t.co/7Wd0ASLx9T #canlab #onted @osbcucscso #onpoli","{'is': 1, 'his': 1, 'union': 1, 'but': 1, 'sure': 1, 'spend': 1, 'httpstco7wd0aslx9t': 1, 'stick': 1, 'measures': 1, 'workers': 1, 'as': 1, '78m': 1, 'isnt': 1, 'coming': 1, 'galipeau': 1, 'they': 1, 'amp': 1, 'to': 4, 'most': 1, 'legal': 1, 'through': 1, 'on': 1, 'whom': 1, 'says': 1, 'taking': 1, 'onted': 1, 'promised': 1, 'make': 1, 'govt': 1, 'eas': 1, 'osbcucscso': 1, 'were': 1, 'pledged': 1, 'onpoli': 1, 'deal': 1, 'of': 1, 'canlab': 1, 'rehire': 1, 'the': 2, 'those': 1}"
23,RT @Chasingharmony1: Anyone else concerned Canada will see a serious spike in Covid-19 cases following March Break travel? I don't want to,"{'serious': 1, 'chasingharmony1': 1, 'in': 1, 'break': 1, 'march': 1, 'want': 1, 'covid19': 1, 'else': 1, 'a': 1, 'dont': 1, 'rt': 1, 'following': 1, 'canada': 1, 'i': 1, 'to': 1, 'travel': 1, 'will': 1, 'anyone': 1, 'spike': 1, 'concerned': 1, 'see': 1, 'cases': 1}"
117,"RT @cbcnewsbc: BREAKING: B.C. is recommending against all travel outside of Canada, including the U.S. Anyone who travels outside of the co","{'is': 1, 'breaking': 1, 'co': 1, 'all': 1, 'outside': 2, 'us': 1, 'travels': 1, 'bc': 1, 'rt': 1, 'canada': 1, 'travel': 1, 'who': 1, 'cbcnewsbc': 1, 'anyone': 1, 'against': 1, 'recommending': 1, 'including': 1, 'of': 2, 'the': 2}"
291,"RT @heynananaami: GUYS LETS WIN THIS PLEASE?!!

WEBSITE voting:
https://t.co/azOq97PzVc

*United States, Canada, Australia, New Zealand on","{'please': 1, 'website': 1, 'win': 1, 'this': 1, 'guys': 1, 'httpstcoazoq97pzvc': 1, 'lets': 1, 'united': 1, 'rt': 1, 'canada': 1, 'heynananaami': 1, 'on': 1, 'voting': 1, 'new': 1, 'zealand': 1, 'australia': 1, 'states': 1}"
783,"RT @globalnews: Thanks to nimble collaboration, the team was able to culture the virus from two clinical specimens in a Level 3 containmen","{'able': 1, 'in': 1, 'collaboration': 1, 'clinical': 1, 'thanks': 1, 'two': 1, 'a': 1, 'rt': 1, 'globalnews': 1, 'culture': 1, 'to': 2, 'was': 1, 'virus': 1, 'containmen': 1, 'from': 1, 'team': 1, 'nimble': 1, 'specimens': 1, '3': 1, 'level': 1, 'the': 2}"
1019,"@sandygrains Ma'am, researchers of WhatsApp University disagree with you. It was developed by Pakistan with the help of Congress before 2014 and it was tested in China. They confirmed the above from various 'sources'.","{'2014': 1, 'researchers': 1, 'in': 1, 'maam': 1, 'sandygrains': 1, 'confirmed': 1, 'before': 1, 'it': 2, 'congress': 1, 'pakistan': 1, 'above': 1, 'they': 1, 'you': 1, 'china': 1, 'various': 1, 'help': 1, 'was': 2, 'by': 1, 'university': 1, 'developed': 1, 'with': 2, 'from': 1, 'tested': 1, 'disagree': 1, 'whatsapp': 1, 'sources': 1, 'of': 2, 'and': 1, 'the': 2}"
1229,RT @wsfa12news: BREAKING: Alabama State University advises students not to return to campus after spring break. Online or  other alternativ,"{'advises': 1, 'break': 1, 'state': 1, 'breaking': 1, 'online': 1, 'students': 1, 'return': 1, 'spring': 1, 'rt': 1, 'or': 1, 'wsfa12news': 1, 'to': 2, 'alabama': 1, 'alternativ': 1, 'after': 1, 'university': 1, 'not': 1, 'campus': 1, 'other': 1}"
1502,"RT @uk_coronavirus: France announces school / university closures

https://t.co/mhDGPBMeDN","{'school': 1, 'httpstcomhdgpbmedn': 1, 'rt': 1, 'closures': 1, 'ukcoronavirus': 1, 'university': 1, 'france': 1, 'announces': 1}"
1961,RT @twin_bays: Municipality of Chester Steps up and shows strength and courage to stand behind their people. Will Bernadette and Stephen Mc,"{'behind': 1, 'people': 1, 'bernadette': 1, 'up': 1, 'twinbays': 1, 'chester': 1, 'courage': 1, 'rt': 1, 'strength': 1, 'stand': 1, 'to': 1, 'will': 1, 'their': 1, 'stephen': 1, 'steps': 1, 'mc': 1, 'shows': 1, 'municipality': 1, 'of': 1, 'and': 3}"
2421,"You have the keys to my Viper for one day, what are you doing with it? 

        @ Halifax, Nova Scotia https://t.co/TsT6nugpAM","{'for': 1, 'have': 1, 'are': 1, 'what': 1, 'httpstcotst6nugpam': 1, 'it': 1, 'to': 1, 'you': 2, 'viper': 1, 'doing': 1, 'my': 1, 'with': 1, 'nova': 1, 'halifax': 1, 'scotia': 1, 'day': 1, 'one': 1, 'keys': 1, 'the': 1}"
2713,"RT @PnPCBC: Ive issued a ministerial order under the Education Act to close all publicly-funded schools from March 14, 2020 through to Ap","{'schools': 1, '2020': 1, 'march': 1, 'all': 1, 'pnpcbc': 1, 'a': 1, 'ap': 1, 'rt': 1, 'to': 2, 'issued': 1, 'through': 1, 'education': 1, '14': 1, 'publiclyfunded': 1, 'order': 1, 'from': 1, 'under': 1, 'close': 1, 'ministerial': 1, 'act': 1, 'ive': 1, 'the': 1}"
2846,"""The leader of an NPO has built a small empire in Lac-Saint-Jean w/public funds intended for aboriginal housing... . A situation that the gov'ts of Quebec &amp; CDA have tolerated for more than 20 yrs.

#fetis #fake #Metis #cdnpoli #education
 https://t.co/MaJsAdqGBJ","{'for': 2, 'fetis': 1, 'npo': 1, 'in': 1, 'have': 1, 'built': 1, 'than': 1, 'housing': 1, 'cda': 1, 'intended': 1, 'cdnpoli': 1, 'aboriginal': 1, 'a': 2, 'situation': 1, 'has': 1, 'leader': 1, 'quebec': 1, 'amp': 1, 'that': 1, 'govts': 1, 'small': 1, 'httpstcomajsadqgbj': 1, 'yrs': 1, 'lacsaintjean': 1, 'education': 1, 'empire': 1, '20': 1, 'metis': 1, 'funds': 1, 'an': 1, 'fake': 1, 'more': 1, 'tolerated': 1, 'wpublic': 1, 'of': 2, 'the': 2}"
3628,can you believe I left canada for this shit,"{'for': 1, 'this': 1, 'left': 1, 'canada': 1, 'i': 1, 'you': 1, 'believe': 1, 'can': 1, 'shit': 1}"
4003,Share with your students: UHaul is offering 30 days of self-storage at no cost to college students being forced out of university housing due to COVID-19.,"{'selfstorage': 1, 'due': 1, 'your': 1, 'is': 1, 'covid19': 1, 'housing': 1, 'students': 2, 'out': 1, 'to': 2, 'share': 1, 'uhaul': 1, 'at': 1, 'being': 1, 'cost': 1, 'offering': 1, 'university': 1, 'forced': 1, 'with': 1, '30': 1, 'no': 1, 'college': 1, 'of': 2, 'days': 1}"
4030,"My spouse pointed out, when I wondered whether Zoom could handle every university class in the country, that I could always switch to meeting my students within World of Warcraft, because the MMORPGs are definitely equipped to handle this kind of traffic.","{'this': 1, 'in': 1, 'switch': 1, 'are': 1, 'meeting': 1, 'whether': 1, 'students': 1, 'world': 1, 'spouse': 1, 'equipped': 1, 'every': 1, 'mmorpgs': 1, 'within': 1, 'because': 1, 'country': 1, 'i': 2, 'that': 1, 'out': 1, 'to': 2, 'my': 2, 'wondered': 1, 'warcraft': 1, 'university': 1, 'traffic': 1, 'could': 2, 'class': 1, 'pointed': 1, 'always': 1, 'kind': 1, 'when': 1, 'zoom': 1, 'of': 2, 'definitely': 1, 'handle': 2, 'the': 2}"
4180,"Soon
CEBU- SUSPENDED

UNIVERSITY OF SAN- CARLOS https://t.co/siHrxJMbBE","{'cebu': 1, 'soon': 1, 'suspended': 1, 'httpstcosihrxjmbbe': 1, 'san': 1, 'university': 1, 'carlos': 1, 'of': 1}"
4246,Vote @kiahoward1 as your 85th Miss Dillard University ,"{'your': 1, 'dillard': 1, 'as': 1, 'miss': 1, 'university': 1, 'vote': 1, '85th': 1, 'kiahoward1': 1}"
4422,"Yes, there are many news that agree to the second decision because it is the best and most appropriate for all students in school and university. We are all with the second decision.

#_
https://t.co/VRXB3vf9Zo","{'for': 1, 'school': 1, 'in': 1, 'are': 2, 'is': 1, 'agree': 1, 'yes': 1, 'best': 1, 'students': 1, 'all': 2, 'it': 1, 'httpstcovrxb3vf9zo': 1, 'because': 1, 'decision': 2, 'that': 1, 'to': 1, 'most': 1, 'there': 1, 'second': 2, 'appropriate': 1, 'university': 1, 'with': 1, 'news': 1, 'many': 1, 'we': 1, 'and': 2, 'the': 3}"
4924,"Viking Cruises has suspended all river and ocean cruises until May 1, according to its website. 
(The company has three visits to Halifax scheduled, but all in September/October.) https://t.co/tMfIL7QPXs","{'visits': 1, 'website': 1, 'in': 1, 'three': 1, 'but': 1, 'all': 2, 'river': 1, 'suspended': 1, 'septemberoctober': 1, 'has': 2, 'until': 1, 'scheduled': 1, 'to': 2, 'company': 1, 'ocean': 1, '1': 1, 'viking': 1, 'httpstcotmfil7qpxs': 1, 'its': 1, 'halifax': 1, 'cruises': 2, 'according': 1, 'may': 1, 'and': 1, 'the': 1}"
5137,"'[ON] pledged to spend $78M to re-hire those workers, most of whom were EAs. But Galipeau says the govt isn't coming through as promised &amp; his union is taking legal measures to make sure they stick to the deal' https://t.co/7Wd0ASLx9T #canlab #onted @osbcucscso #onpoli","{'is': 1, 'his': 1, 'union': 1, 'but': 1, 'sure': 1, 'spend': 1, 'httpstco7wd0aslx9t': 1, 'stick': 1, 'measures': 1, 'workers': 1, 'as': 1, '78m': 1, 'isnt': 1, 'coming': 1, 'galipeau': 1, 'they': 1, 'amp': 1, 'to': 4, 'most': 1, 'legal': 1, 'through': 1, 'on': 1, 'whom': 1, 'says': 1, 'taking': 1, 'onted': 1, 'promised': 1, 'make': 1, 'govt': 1, 'eas': 1, 'osbcucscso': 1, 'were': 1, 'pledged': 1, 'onpoli': 1, 'deal': 1, 'of': 1, 'canlab': 1, 'rehire': 1, 'the': 2, 'those': 1}"
5489,"@Sflecce ""Nearly 2 in 5 employees in Canada (39%) believe the government should be responsible for paying for post-secondary education""","{'for': 2, 'in': 2, 'responsible': 1, 'nearly': 1, '5': 1, 'employees': 1, 'postsecondary': 1, 'canada': 1, 'believe': 1, '39': 1, 'education': 1, 'government': 1, 'sflecce': 1, 'should': 1, '2': 1, 'be': 1, 'paying': 1, 'the': 1}"
121,R50338 USAF De Havilland Canada RO-6A Saturn Arch 15-00338 AE5C8F https://t.co/gO9mWtqHOd,"{'ro6a': 1, 'usaf': 1, 'canada': 1, 'de': 1, 'ae5c8f': 1, 'arch': 1, 'saturn': 1, 'r50338': 1, '1500338': 1, 'httpstcogo9mwtqhod': 1, 'havilland': 1}"
824,"RT @yiIingtan: Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists","{'tourists': 1, 'are': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'rt': 1, 'recovering': 1, 'until': 1, 'yiiingtan': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'korea': 1, 'their': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, 'some': 1, 'and': 1, 'cases': 1}"
1176,"RT @JoshuaDummer: The author of this conspiracy theory piece, Larry Romanoff, is an ex-""management consultant"" working at Shanghai's Fudan","{'author': 1, 'working': 1, 'this': 1, 'is': 1, 'joshuadummer': 1, 'rt': 1, 'larry': 1, 'romanoff': 1, 'exmanagement': 1, 'at': 1, 'consultant': 1, 'shanghais': 1, 'fudan': 1, 'theory': 1, 'an': 1, 'conspiracy': 1, 'of': 1, 'piece': 1, 'the': 1}"
1285,"RT @Fete_n_Fiesta_: Ladies &amp; Gents , FETE CARNIVAL 3.0 Kicks Off Saturday At The Prestigious Mamman Kontagora Square AHMADU BELLO UNIVERSIT","{'off': 1, 'fetenfiesta': 1, 'fete': 1, 'gents': 1, 'rt': 1, 'amp': 1, 'square': 1, 'kontagora': 1, 'mamman': 1, 'bello': 1, 'at': 1, 'kicks': 1, 'carnival': 1, '30': 1, 'universit': 1, 'saturday': 1, 'ladies': 1, 'ahmadu': 1, 'prestigious': 1, 'the': 1}"
1828,RT @baby_mooncake: so... when are we organizing a halifax rent strike???,"{'are': 1, 'so': 1, 'strike': 1, 'babymooncake': 1, 'a': 1, 'rt': 1, 'organizing': 1, 'rent': 1, 'halifax': 1, 'we': 1, 'when': 1}"
1878,RT @MikeSavageHFX: COVID-19 is a serious public health issue. Here are some tips for reducing physical contact while still being friendly #,"{'serious': 1, 'health': 1, 'for': 1, 'are': 1, 'is': 1, 'covid19': 1, 'a': 1, 'rt': 1, 'mikesavagehfx': 1, 'public': 1, 'contact': 1, 'issue': 1, 'here': 1, 'being': 1, 'friendly': 1, 'while': 1, 'still': 1, 'tips': 1, 'reducing': 1, 'some': 1, 'physical': 1}"
1943,This may be my favorite clip of the year @summit1g  https://t.co/0CxoMXNzke,"{'this': 1, 'favorite': 1, 'year': 1, 'httpstco0cxomxnzke': 1, 'my': 1, 'summit1g': 1, 'be': 1, 'clip': 1, 'may': 1, 'of': 1, 'the': 1}"
2465,"David @weddingpresent  my sons back briefly from their tour ( corona willing ) @fullcolourmusic we were talking summer  events and listening to urs truly, any idea on the halifax piece hall playlist from Leeds best  band ?  ","{'playlist': 1, 'any': 1, 'urs': 1, 'david': 1, 'best': 1, 'briefly': 1, 'band': 1, 'hall': 1, 'idea': 1, 'summer': 1, 'weddingpresent': 1, 'sons': 1, 'to': 1, 'talking': 1, 'on': 1, 'my': 1, 'truly': 1, 'back': 1, 'fullcolourmusic': 1, 'their': 1, 'from': 2, 'leeds': 1, 'were': 1, 'corona': 1, 'halifax': 1, 'listening': 1, 'tour': 1, 'we': 1, 'willing': 1, 'events': 1, 'and': 1, 'piece': 1, 'the': 1}"
2548,@HalifaxBank  hi halifax i would like my money? unfortunately bills don't just pause because you have maintenance.,"{'have': 1, 'bills': 1, 'would': 1, 'just': 1, 'dont': 1, 'maintenance': 1, 'pause': 1, 'because': 1, 'i': 1, 'you': 1, 'my': 1, 'halifaxbank': 1, 'money': 1, 'hi': 1, 'unfortunately': 1, 'halifax': 1, 'like': 1}"
3505,"This Is brilliant news. She should never have been in jail in the first place 
BBC News - Chelsea Manning case: Judge orders release from prison
https://t.co/7765ATp2Y7","{'this': 1, 'in': 2, 'have': 1, 'is': 1, 'jail': 1, 'chelsea': 1, 'she': 1, 'judge': 1, 'manning': 1, 'been': 1, 'should': 1, 'from': 1, 'first': 1, 'orders': 1, 'news': 2, 'place': 1, 'prison': 1, 'httpstco7765atp2y7': 1, 'release': 1, 'case': 1, 'bbc': 1, 'the': 1, 'brilliant': 1, 'never': 1}"
3583,"BREAKING: Sophie Trudeau, wife of Canada's PM, tests positive for coronavirus.","{'pm': 1, 'for': 1, 'breaking': 1, 'trudeau': 1, 'tests': 1, 'coronavirus': 1, 'sophie': 1, 'positive': 1, 'wife': 1, 'of': 1, 'canadas': 1}"
3606,"NHS doctor here. Take it from us, what you guys need is testing kits, not at travel ban. And you need them now, in their hundreds of thousands. https://t.co/9ph1mxsIYo","{'in': 1, 'is': 1, 'guys': 1, 'what': 1, 'hundreds': 1, 'ban': 1, 'nhs': 1, 'us': 1, 'it': 1, 'testing': 1, 'doctor': 1, 'now': 1, 'you': 2, 'here': 1, 'travel': 1, 'at': 1, 'need': 2, 'take': 1, 'them': 1, 'kits': 1, 'their': 1, 'not': 1, 'from': 1, 'httpstco9ph1mxsiyo': 1, 'thousands': 1, 'of': 1, 'and': 1}"
3755,"BREAKING: Canada PM Justin Trudeaus wife Sophie has tested positive for the #coronavirus, the government says. 

More @business: https://t.co/JC5t7Ep5Xo #Covid_19 #CoronaOutbreak #CoronavirusPandemic https://t.co/DNfHV2qS2S","{'pm': 1, 'coronaoutbreak': 1, 'for': 1, 'business': 1, 'covid19': 1, 'breaking': 1, 'has': 1, 'coronavirus': 1, 'httpstcodnfhv2qs2s': 1, 'canada': 1, 'government': 1, 'justin': 1, 'says': 1, 'sophie': 1, 'tested': 1, 'trudeaus': 1, 'httpstcojc5t7ep5xo': 1, 'positive': 1, 'more': 1, 'wife': 1, 'coronaviruspandemic': 1, 'the': 2}"
4169,we at Da Crib University fr now.,"{'fr': 1, 'crib': 1, 'now': 1, 'at': 1, 'da': 1, 'university': 1, 'we': 1}"
4427,"Yes, there are many news that agree to the second decision because it is the best and most appropriate for all students in school and university. We are all with the second decision.

#_
https://t.co/VRXB3vf9Zo","{'for': 1, 'school': 1, 'in': 1, 'are': 2, 'is': 1, 'agree': 1, 'yes': 1, 'best': 1, 'students': 1, 'all': 2, 'it': 1, 'httpstcovrxb3vf9zo': 1, 'because': 1, 'decision': 2, 'that': 1, 'to': 1, 'most': 1, 'there': 1, 'second': 2, 'appropriate': 1, 'university': 1, 'with': 1, 'news': 1, 'many': 1, 'we': 1, 'and': 2, 'the': 3}"
4469,"Introducing our partner BOKU University of Natural Resources and Life Sciences, Vienna @BOKUvienna. Our ESR13 David Carro Vzquez employed at our industry partner TAmiRNA GmbH @rna_ami will enrol for PhD here https://t.co/JjprcsrkSo","{'for': 1, 'introducing': 1, 'tamirna': 1, 'david': 1, 'our': 3, 'phd': 1, 'vzquez': 1, 'carro': 1, 'httpstcojjprcsrkso': 1, 'industry': 1, 'vienna': 1, 'partner': 2, 'employed': 1, 'here': 1, 'at': 1, 'enrol': 1, 'sciences': 1, 'will': 1, 'university': 1, 'resources': 1, 'life': 1, 'natural': 1, 'boku': 1, 'rnaami': 1, 'esr13': 1, 'gmbh': 1, 'of': 1, 'bokuvienna': 1, 'and': 1}"
4670,Dalhousie University lose to the Carleton Ravens to take the silver medal at the Mens USports Basketball Championships @DalTigers @USPORTSca      Final 74-65,"{'daltigers': 1, 'usports': 1, 'championships': 1, 'silver': 1, 'ravens': 1, 'medal': 1, 'to': 2, 'usportsca': 1, 'at': 1, 'basketball': 1, 'take': 1, 'final': 1, 'carleton': 1, 'university': 1, '7465': 1, 'mens': 1, 'dalhousie': 1, 'lose': 1, 'the': 3}"
4757,We want to deeply thank and recognize healthcare workers all over the world who are responding to the COVID-19 pandemic. If you are a healthcare worker we would like to support you by offering free access to the app -- please email care@tenpercent.com for instructions. ,"{'please': 1, 'for': 1, 'support': 1, 'are': 2, 'want': 1, 'covid19': 1, 'email': 1, 'would': 1, 'recognize': 1, 'if': 1, 'world': 1, 'deeply': 1, 'all': 1, 'workers': 1, 'pandemic': 1, 'a': 1, 'to': 4, 'you': 2, 'over': 1, 'caretenpercentcom': 1, 'who': 1, 'offering': 1, 'by': 1, 'responding': 1, 'app': 1, 'instructions': 1, 'healthcare': 2, 'thank': 1, 'we': 2, 'like': 1, 'and': 1, 'free': 1, 'access': 1, 'the': 3, 'worker': 1}"
4911,CANCELLED - @ccghc and partner @PlugN_Drive cancel electric vehicle test drives in Toronto (March 26/27) and Halifax (March 31) due to #Covid_19  @Sunnybrook @UHNTalkinTrash @EdRubinstein @CCHL_CCLS @CHES_SCISS  Please be safe out there. https://t.co/8MaXYY9yyy,"{'please': 1, 'cancel': 1, 'test': 1, 'electric': 1, 'due': 1, 'httpstco8maxyy9yyy': 1, 'in': 1, 'march': 2, 'covid19': 1, 'cchlccls': 1, 'drives': 1, 'vehicle': 1, 'partner': 1, 'safe': 1, 'out': 1, 'to': 1, 'ccghc': 1, 'cancelled': 1, 'there': 1, 'toronto': 1, 'sunnybrook': 1, '31': 1, 'plugndrive': 1, 'be': 1, 'halifax': 1, '2627': 1, 'uhntalkintrash': 1, 'edrubinstein': 1, 'chessciss': 1, 'and': 2}"
5466,"$50M: to support the Public Health Agency of Canadas COVID-19 communications and public education efforts.
 $500M to provinces and territories for critical health care system needs and to support mitigation efforts as needed.","{'health': 2, 'for': 1, 'support': 2, 'needed': 1, '500m': 1, 'system': 1, 'covid19': 1, 'provinces': 1, 'agency': 1, 'efforts': 2, 'as': 1, 'care': 1, 'public': 2, 'critical': 1, '50m': 1, 'communications': 1, 'to': 3, 'education': 1, 'territories': 1, 'needs': 1, 'of': 1, 'and': 3, 'canadas': 1, 'mitigation': 1, 'the': 1}"
46,"RT @SalesforceNews: We are strongly encouraging employees across the U.S., Canada, as well as EMEA to work remotely, including all European","{'across': 1, 'are': 1, 'encouraging': 1, 'european': 1, 'all': 1, 'strongly': 1, 'us': 1, 'as': 2, 'well': 1, 'rt': 1, 'employees': 1, 'canada': 1, 'work': 1, 'to': 1, 'emea': 1, 'we': 1, 'salesforcenews': 1, 'including': 1, 'remotely': 1, 'the': 1}"
217,"RT @Asmaparveen77: Most powerful countries, 2020:

1.USA
2.Russia
3.China
4.Germany
5.UK
6.France
7.Japan
8.Israel
9.S. K","{'7japan': 1, '9s': 1, '2020': 1, '3china': 1, '2russia': 1, 'asmaparveen77': 1, 'rt': 1, 'most': 1, 'countries': 1, '8israel': 1, '5uk': 1, 'powerful': 1, '6france': 1, '4germany': 1, '1usa': 1, 'k': 1}"
284,"RT @CBCNews: The average patient admitted to an Ontario hospital in January spent 18.3 hours waiting in the emergency room, matching the pr","{'cbcnews': 1, 'in': 2, 'ontario': 1, 'january': 1, 'rt': 1, 'to': 1, 'hospital': 1, 'hours': 1, 'pr': 1, 'admitted': 1, 'matching': 1, 'an': 1, 'emergency': 1, 'average': 1, 'waiting': 1, 'room': 1, '183': 1, 'spent': 1, 'patient': 1, 'the': 3}"
358,"RT @KNDRXX: Canada: the prime minister's wife got infected with Corona.
Saudi: in 78 hours we are closing the airports.
Egypt: around","{'in': 1, '78': 1, 'are': 1, 'got': 1, 'closing': 1, 'egypt': 1, 'airports': 1, 'rt': 1, 'canada': 1, 'infected': 1, 'around': 1, 'hours': 1, 'kndrxx': 1, 'with': 1, 'saudi': 1, 'corona': 1, 'wife': 1, 'we': 1, 'ministers': 1, 'prime': 1, 'the': 2}"
409,"RT @adriandix: As of today we are directing all event organizers to cancel any gathering larger than 250ppl. 

We are recommending against","{'cancel': 1, 'any': 1, 'are': 2, 'than': 1, 'event': 1, 'all': 1, 'as': 1, 'rt': 1, 'to': 1, 'larger': 1, 'gathering': 1, '250ppl': 1, 'adriandix': 1, 'against': 1, 'we': 2, 'organizers': 1, 'recommending': 1, 'directing': 1, 'of': 1, 'today': 1}"
494,"RT @rapplerdotcom: BREAKING NEWS. Canada Prime Minister Justin Trudeaus wife, Sophie Grgoire Trudeau, tests positive for new #coronavirus","{'for': 1, 'breaking': 1, 'grgoire': 1, 'trudeau': 1, 'tests': 1, 'minister': 1, 'rt': 1, 'coronavirus': 1, 'canada': 1, 'justin': 1, 'new': 1, 'sophie': 1, 'news': 1, 'trudeaus': 1, 'positive': 1, 'wife': 1, 'prime': 1, 'rapplerdotcom': 1}"
987,"RT @Jali_Cat: Science Chemistry Harvard professor ARRESTED

Charles Lieber received: $50,000 a month in salary
$158,000 in annual expen","{'in': 2, 'arrested': 1, 'professor': 1, 'charles': 1, 'annual': 1, '50000': 1, 'a': 1, 'rt': 1, 'chemistry': 1, 'lieber': 1, 'science': 1, 'salary': 1, '158000': 1, 'jalicat': 1, 'expen': 1, 'received': 1, 'month': 1, 'harvard': 1}"
1008,RT @cmarinucci: University Of California Develops Own Test For Coronavirus With Results Within 24 Hours https://t.co/iFHVXt3ilJ,"{'california': 1, 'for': 1, 'test': 1, 'cmarinucci': 1, 'own': 1, 'httpstcoifhvxt3ilj': 1, '24': 1, 'develops': 1, 'within': 1, 'rt': 1, 'coronavirus': 1, 'hours': 1, 'results': 1, 'university': 1, 'with': 1, 'of': 1}"
1414,"RT @yiIingtan: Some good news to cheer you up:
Korea and China are recovering. Vietnam had their cases under control until British tourists","{'tourists': 1, 'are': 1, 'good': 1, 'cheer': 1, 'up': 1, 'had': 1, 'rt': 1, 'recovering': 1, 'until': 1, 'yiiingtan': 1, 'to': 1, 'you': 1, 'vietnam': 1, 'china': 1, 'korea': 1, 'their': 1, 'british': 1, 'news': 1, 'under': 1, 'control': 1, 'some': 1, 'and': 1, 'cases': 1}"
1660,"RT @elizfoster_: Dalhousie University before charging me ~$10,000 more in tuition than Canadian students:","{'elizfoster': 1, 'in': 1, 'than': 1, 'students': 1, 'before': 1, 'rt': 1, 'tuition': 1, 'charging': 1, 'canadian': 1, 'me': 1, 'university': 1, 'dalhousie': 1, 'more': 1, '10000': 1}"
1841,RT @rankinovitch: I know a lot of people who work at CBC and NONE of you have EVER mentioned there is a show about a legal aid lawyer with,"{'people': 1, 'have': 1, 'is': 1, 'show': 1, 'aid': 1, 'a': 3, 'rt': 1, 'i': 1, 'work': 1, 'you': 1, 'know': 1, 'there': 1, 'legal': 1, 'at': 1, 'who': 1, 'cbc': 1, 'with': 1, 'lot': 1, 'rankinovitch': 1, 'lawyer': 1, 'none': 1, 'about': 1, 'mentioned': 1, 'of': 2, 'and': 1, 'ever': 1}"
2561,"RT @ItsOLY:  Join me #LIVE on #TheScene from 7pm 

On #LBTWomensHealth20 Im joined by Rosie from @yorkshiremesmac. 

And, we head to #Ha","{'join': 1, 'rosie': 1, 'head': 1, 'thescene': 1, 'rt': 1, 'im': 1, 'ha': 1, 'to': 1, 'yorkshiremesmac': 1, 'on': 2, 'live': 1, 'me': 1, 'by': 1, '7pm': 1, 'from': 2, 'lbtwomenshealth20': 1, 'joined': 1, 'we': 1, 'and': 1, 'itsoly': 1}"
2614,@canada_wake @OECTAProv I'm thankful for Public education.  Not Catholic education. https://t.co/swGBB3m8vH,"{'for': 1, 'httpstcoswgbb3m8vh': 1, 'public': 1, 'im': 1, 'education': 2, 'canadawake': 1, 'oectaprov': 1, 'not': 1, 'catholic': 1, 'thankful': 1}"
2781,"RT @long_daze: @mini_bubbly @AndrewScheer Imagine what shape Canada would be in, if every province solely focused on 'one' industry only. A","{'in': 1, 'what': 1, 'would': 1, 'if': 1, 'andrewscheer': 1, 'every': 1, 'a': 1, 'rt': 1, 'industry': 1, 'focused': 1, 'canada': 1, 'minibubbly': 1, 'on': 1, 'solely': 1, 'imagine': 1, 'longdaze': 1, 'province': 1, 'be': 1, 'shape': 1, 'one': 1, 'only': 1}"
